Type,Date,Time,Latitude,Longitude,ParsedDate,ParsedTime,Datetime,hour,day_of_week,day_of_month,month,quarter,is_weekend,is_morning,is_afternoon,is_evening,is_night,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,lat_grid,lon_grid,crime_density,distance_to_center,crime_type_encoded,crime_severity,time_weighted_severity,historical_crime_count,is_high_risk,historical_high_risk_count,historical_avg_severity,risk_score,baseline_risk_score,neighborhood_cluster,night_time_risk,location_density_risk,hour_density,weekend_night,dist_to_center_density,lat_squared,lon_squared,lat_lon_prod
Ordinary Theft,29/02/2016,18:30,12.915785,77.58695,2016-02-29 00:00:00,18:30:00,2016-02-29 18:30:00,18,0,29,2,1,0,0,0,1,0,-1.0,-1.8369701987210297e-16,0.0,1.0,0.8660254037844386,0.5000000000000001,12.91,77.58,234,6.261469619658211,7,2.0,2.4,59,0,6.0,2.77977207977208,13.10300523394598,2.3285714286,0,0.0,1404.0,4212,0,1465.1838910000213,166.81750216622498,6019.734810302501,1002.09636500575
2 wheeler theft,1/3/2016,8:30:00 PM,12.92714515,77.55837118,2016-03-01 00:00:00,08:30:00,2016-03-01 08:30:00,8,1,1,3,1,0,1,0,0,0,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,12.92,77.55,139,6.312553424834309,0,2.0,1.6,27,0,4.0,2.7872559095580676,7.906627876174887,2.1727272727,0,0.0,556.0,1112,0,877.444926051969,167.11108172916852,6015.300940094654,1002.6083218414367
2 wheeler theft,1/3/2016,10:00:00 AM,12.944301,77.594469,2016-03-01 00:00:00,10:00:00,2016-03-01 10:00:00,10,1,1,3,1,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,12.94,77.59,182,3.035543495219956,0,2.0,1.6,62,0,16.0,3.31597767312053,8.335177844546275,2.7692307692,0,0.0,2912.0,1820,0,552.468916130032,167.55492837860098,6020.9016193919615,1004.406162671169
Ordinary Theft,1/3/2016,12:35,12.91945,77.58582,2016-03-01 00:00:00,12:35:00,2016-03-01 12:35:00,12,1,1,3,1,0,0,1,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,12.91,77.58,234,5.876356845300211,7,2.0,2.0,60,0,6.0,2.7669889309233575,10.919171028288318,2.3285714286,0,0.0,1404.0,2808,0,1375.0675018002494,166.9121883025,6019.5594650724,1002.366122199
Ordinary Theft,1/3/2016,13:30,12.91945,77.58582,2016-03-01 00:00:00,13:30:00,2016-03-01 13:30:00,13,1,1,3,1,0,0,1,0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,12.91,77.58,234,5.876356845300211,7,2.0,2.0,61,0,6.0,2.754618141714916,10.919171028288318,2.3285714286,0,0.0,1404.0,3042,0,1375.0675018002494,166.9121883025,6019.5594650724,1002.366122199
2 wheeler theft,2/3/2016,5:40:00 PM,12.931566,77.584634,2016-03-02 00:00:00,05:40:00,2016-03-02 05:40:00,5,2,2,3,1,0,0,0,0,1,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,12.93,77.58,160,4.580708831267096,0,2.0,3.0,36,0,5.0,2.8390202702702703,15.24421309495339,2.6283783784,0,2.8390202702702703,800.0,800,0,732.9134130027353,167.225399212356,6019.375432913955,1003.2908151568439
2 wheeler theft,2/3/2016,8:45:00 PM,12.9099209,77.5862602,2016-03-02 00:00:00,08:45:00,2016-03-02 08:45:00,8,2,2,3,1,0,1,0,0,0,0.8660254037844387,-0.49999999999999983,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,12.9,77.58,144,6.917696842563722,0,2.0,1.6,50,0,1.0,2.1719771241830066,7.962773987872919,1.6279069767,0,0.0,144.0,1152,0,996.148345329176,166.6660576442568,6019.627771822104,1001.6324821088181
2 wheeler theft,2/3/2016,9:30:00 PM,12.92999253,77.55916218,2016-03-02 00:00:00,09:30:00,2016-03-02 09:30:00,9,2,2,3,1,0,1,0,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,12.92,77.55,139,6.012698787779606,0,2.0,1.6,28,0,4.0,2.7601091540560656,7.906627876174887,2.1727272727,0,0.0,556.0,1251,0,835.7651315013653,167.18470682585578,6015.423638063543,1002.8393876204585
Assault,02/03/2016,9:30,12.8656847,77.58241633,2016-03-02 00:00:00,09:30:00,2016-03-02 09:30:00,9,2,2,3,1,0,1,0,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,12.86,77.58,77,11.851038784131639,2,6.0,4.800000000000001,12,0,7.0,4.6803196803196805,20.912202368110044,3.3571428571,0,0.0,539.0,693,0,912.5299863781362,165.52584279981406,6019.031323601451,998.1509067659111
2 wheeler theft,2/3/2016,9:55:00 PM,12.879633,77.544387,2016-03-02 00:00:00,09:55:00,2016-03-02 09:55:00,9,2,2,3,1,0,1,0,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,12.870000000000001,77.54,48,11.584097990695172,0,2.0,1.6,20,0,3.0,2.8253968253968256,6.226912476977002,2.4764097241473597,0,0.0,144.0,432,0,556.0367035533683,165.884946214689,6013.131955205769,998.743245769971
2 wheeler theft,3/3/2016,1:25:00 PM,12.938387,77.555871,2016-03-03 00:00:00,01:25:00,2016-03-03 01:25:00,1,3,3,3,1,0,0,0,0,1,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,12.93,77.55,157,5.590410753679289,0,2.0,3.0,50,0,3.0,2.5118021730985385,15.187785099080902,2.1973684211,0,2.5118021730985385,471.0,157,0,877.6944883276484,167.401858161769,6014.91312656864,1003.447873120077
Ordinary Theft,03/03/2016,11:30,12.884451,77.546187,2016-03-03 00:00:00,11:30:00,2016-03-03 11:30:00,11,3,3,3,1,0,1,0,0,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,12.88,77.54,69,11.019775962321296,7,2.0,1.6,22,0,6.0,3.8204158790170135,6.797592387278975,2.0975609756,0,0.0,414.0,759,0,760.3645414001694,166.009077571401,6013.41111823897,999.140046638337
2 wheeler theft,4/3/2016,4:10:00 PM,12.9108911,77.5766733,2016-03-04 00:00:00,04:10:00,2016-03-04 04:10:00,4,4,4,3,1,0,0,0,0,1,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,12.91,77.57000000000001,206,7.0245093607549585,0,2.0,3.0,44,0,4.0,2.6405609492988136,15.998156379796107,2.4764097241473597,0,2.6405609492988136,824.0,824,0,1447.0489283155214,166.69110899605923,6018.1402402949325,1001.5839808765776
Attempted Murder,4/3/2016,10:01 PM,12.9111818,77.5739301,2016-03-04 00:00:00,10:01:00,2016-03-04 10:01:00,10,4,4,3,1,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,12.91,77.57000000000001,206,7.08179435641364,3,2.0,1.6,45,0,4.0,2.6266357112705783,8.53235006922459,2.4764097241473597,0,0.0,824.0,2060,0,1458.84963742121,166.69861547265123,6017.714631159686,1001.5711144615922
Ordinary Theft,04/03/2016,14:20,12.8928133912158,77.5666300513369,2016-03-04 00:00:00,14:20:00,2016-03-04 14:20:00,14,4,4,3,1,0,0,1,0,0,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,12.89,77.56,173,9.270259607280016,7,2.0,2.0,54,0,13.0,3.569416710457173,10.318110598429058,2.5303030303,0,0.0,2249.0,2422,0,1603.7549120594426,166.22463714071344,6016.582097520961,1000.0520866373582
Ordinary Theft,04/03/2016,14:35,12.8928133912158,77.5666300513369,2016-03-04 00:00:00,14:35:00,2016-03-04 14:35:00,14,4,4,3,1,0,0,1,0,0,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,12.89,77.56,173,9.270259607280016,7,2.0,2.0,55,0,13.0,3.5413914120561523,10.318110598429058,2.5303030303,0,0.0,2249.0,2422,0,1603.7549120594426,166.22463714071344,6016.582097520961,1000.0520866373582
Assault,04/03/2016,20:50,12.5623,77.3326,2016-03-04 00:00:00,20:50:00,2016-03-04 20:50:00,20,4,4,3,1,0,0,0,1,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,12.56,77.33,74,53.652900054518895,2,6.0,7.199999999999999,48,1,32.0,5.323772752344181,31.08591441746143,2.4764097241473597,0,0.0,2368.0,1480,0,3970.314604034398,157.81138129,5980.3310227599995,971.47532098
2 wheeler theft,5/3/2016,2:10:00 PM,12.32331,76.61077,2016-03-05 00:00:00,02:10:00,2016-03-05 02:10:00,2,5,5,3,1,1,0,0,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,12.32,76.61,2,128.80323655079712,0,2.0,3.0,0,0,0.0,4.0,3.295836866004329,2.4764097241473597,0,4.0,0.0,4,1,257.60647310159425,151.86396935609997,5869.2100799929,944.0982680487
Assault,05/03/2016,9:00,12.948081,77.59328,2016-03-05 00:00:00,09:00:00,2016-03-05 09:00:00,9,5,5,3,1,1,1,0,0,0,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,12.94,77.59,182,2.619102318316964,2,6.0,4.800000000000001,63,0,16.0,3.295415521978022,25.005533533638825,2.7692307692,0,0.0,2912.0,1638,0,476.6766219336875,167.652801582561,6020.717101158399,1004.68407449568
Robbery,5/3/2016,12:30 PM,12.92186055,77.5521785,2016-03-05 00:00:00,12:30:00,2016-03-05 12:30:00,12,5,5,3,1,1,0,1,0,0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,12.92,77.55,139,7.191883086973526,9,7.0,7.0,29,1,4.0,2.7347721822541966,34.591496958265125,2.1727272727,0,0.0,556.0,1668,0,999.6717490893201,166.9744800736463,6014.340390095862,1002.1184359257081
4 Wheeler Theft,5/3/2016,15:30,12.904328,77.5961512,2016-03-05 00:00:00,15:30:00,2016-03-05 15:30:00,15,5,5,3,1,1,0,1,0,0,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,12.9,77.59,76,7.482193817481998,1,2.0,2.0,20,0,3.0,3.236842105263158,8.687610843707368,2.24,0,0.0,228.0,1140,0,568.6467301286318,166.521681131584,6021.162681053261,1001.3261866223935
Assault,05/03/2016,22:45,12.952299,77.564412,2016-03-05 00:00:00,22:45:00,2016-03-05 22:45:00,22,5,5,3,1,1,0,0,0,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,12.950000000000001,77.56,134,3.9124083247849626,2,6.0,9.0,32,1,4.0,2.665988240615106,44.14747300594587,2.4764097241473597,0,2.665988240615106,536.0,2948,1,524.262715521185,167.762049385401,6016.238008905745,1004.637455983188
2 wheeler theft,6/3/2016,9:30:00 AM,12.9108218496637,77.5682452113819,2016-03-06 00:00:00,09:30:00,2016-03-06 09:30:00,9,6,6,3,1,1,1,0,0,0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,12.91,77.56,224,7.336946434889624,0,2.0,1.6,54,0,17.0,3.5065746753246754,8.665760643527072,3.1150793651,0,0.0,3808.0,2016,0,1643.4760014152757,166.68932083375358,6016.832665173072,1001.4697951151811
2 wheeler theft,6/3/2016,17:00 PM,12.89890617,77.54993736,2016-03-06 00:00:00,17:00:00,2016-03-06 17:00:00,17,6,6,3,1,1,0,1,0,0,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,12.89,77.54,52,9.421557054992443,0,2.0,2.0,16,0,8.0,4.6945701357466065,7.940583827104244,2.6142857143,0,0.0,416.0,884,0,489.920966859607,166.38178038246406,6013.992784539924,1000.3093654960176
4 Wheeler Theft,06/03/2016,21:45,12.88982145,77.57974701,2016-03-06 00:00:00,21:45:00,2016-03-06 21:45:00,21,6,6,3,1,1,0,0,1,0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,12.88,77.57000000000001,103,9.234734028642427,1,2.0,2.4,14,0,3.0,2.8951456310679613,11.146538157939293,2.4764097241473597,0,0.0,309.0,2163,0,951.1776049501699,166.14749701288008,6018.617146135604,999.9890870950713
2 wheeler theft,7/3/2016,8:10:00 PM,12.93125084,77.55737522,2016-03-07 00:00:00,08:10:00,2016-03-07 08:10:00,8,0,7,3,1,0,1,0,0,0,0.8660254037844387,-0.49999999999999983,0.0,1.0,1.0,6.123233995736766e-17,12.93,77.55,157,6.0334219984904305,0,2.0,1.6,51,0,3.0,2.5019598236158744,8.100152052843148,2.1973684211,0,0.0,471.0,1256,0,947.2472537629976,167.21724828700073,6015.146451015869,1002.9138734618202
Ordinary Theft,07/03/2016,13:00,12.95388,77.56341,2016-03-07 00:00:00,13:00:00,2016-03-07 13:00:00,13,0,7,3,1,0,0,1,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,1.0,6.123233995736766e-17,12.950000000000001,77.56,134,3.9122036069016386,7,2.0,2.0,33,0,5.0,2.7640474100087795,9.81054955687686,2.4764097241473597,0,0.0,670.0,1742,0,524.2352833248195,167.80300705439998,6016.082570828101,1004.7471055308
Attempted Murder,7/3/2016,22:45PM,12.90862205,77.55531561,2016-03-07 00:00:00,22:45:00,2016-03-07 22:45:00,22,0,7,3,1,0,0,0,0,1,-0.5000000000000004,0.8660254037844384,0.0,1.0,1.0,6.123233995736766e-17,12.9,77.55,113,8.195373283526452,3,2.0,3.0,31,0,6.0,3.428650442477876,14.208595345183486,2.1621621622,0,3.428650442477876,678.0,2486,0,926.0771810384891,166.6325232297462,6014.826979366709,1001.1322571779551
Attempted Murder,8/3/2016,13:15,12.944814,77.587996,2016-03-08 00:00:00,13:15:00,2016-03-08 13:15:00,13,1,8,3,1,0,0,1,0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,12.94,77.58,109,3.063232740879234,3,2.0,2.0,29,0,6.0,2.8455657492354742,9.400960731584833,2.3625,0,0.0,654.0,1417,0,333.8923687558365,167.56820949459598,6019.897123296017,1004.362176852744
2 wheeler theft,8/3/2016,18:40 PM,12.91386713,77.54283946,2016-03-08 00:00:00,18:40:00,2016-03-08 18:40:00,18,1,8,3,1,0,0,0,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,12.91,77.54,96,8.524986477864868,0,2.0,2.4,31,0,9.0,3.5745442708333335,10.979306348408118,2.5957446809,0,0.0,864.0,1728,0,818.3987018750273,166.76796425129444,6012.891951519333,1001.3779256693609
2 wheeler theft,9/3/2016,1:15:00 PM,12.937635,77.551927,2016-03-09 00:00:00,01:15:00,2016-03-09 01:15:00,1,2,9,3,1,0,0,0,0,1,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,12.93,77.55,157,5.970546423845229,0,2.0,3.0,52,0,3.0,2.4924888835476504,15.187785099080902,2.1973684211,0,2.4924888835476504,471.0,157,0,937.3757885437009,167.382399393225,6014.30138141333,1003.3385250726451
Assault,09/03/2016,9:15,12.942117,77.575361,2016-03-09 00:00:00,09:15:00,2016-03-09 09:15:00,9,2,9,3,1,0,1,0,0,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,12.94,77.57000000000001,121,3.8851103912465117,2,6.0,4.800000000000001,38,0,15.0,3.9936427209154486,23.059301014719637,2.4764097241473597,0,0.0,1815.0,1089,0,470.09835734082793,167.498392441689,6017.936634280321,1003.989398379237
2 wheeler theft,9/3/2016,10:30:00 AM,12.9327402,77.589576,2016-03-09 00:00:00,10:30:00,2016-03-09 10:30:00,10,2,9,3,1,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,12.93,77.58,160,4.355175545259692,0,2.0,1.6,37,0,5.0,2.8169407894736844,8.130246983975141,2.6283783784,0,0.0,800.0,1600,0,696.8280872415506,167.25576908069604,6020.142303859775,1003.445828636155
2 wheeler theft,9/3/2016,10:30:00 AM,12.9084899772541,77.5597687026855,2016-03-09 00:00:00,10:30:00,2016-03-09 10:30:00,10,2,9,3,1,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,12.9,77.55,113,7.968307059889,0,2.0,1.6,32,0,6.0,3.3853580048270313,7.577917517431193,2.1621621622,0,0.0,678.0,1130,0,900.4186977674569,166.62911349286955,6015.517721214073,1001.179496936762
2 wheeler theft,9/3/2016,18:20:00 PM,12.944121,77.566997,2016-03-09 00:00:00,18:20:00,2016-03-09 18:20:00,18,2,9,3,1,0,0,0,1,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,12.94,77.56,213,4.275890425304993,0,2.0,2.4,46,0,15.0,3.602736989311757,12.878342436052442,2.8737373737,0,0.0,3195.0,3834,0,910.7646605899636,167.55026846264101,6016.639023598009,1004.036594774637
2 wheeler theft,10/3/2016,2:30:00 PM,12.93426,77.59269,2016-03-10 00:00:00,02:30:00,2016-03-10 02:30:00,2,3,10,3,1,0,0,0,0,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,12.93,77.59,98,4.15717429037121,0,2.0,3.0,38,0,7.0,3.1331763474620615,13.785359550403768,2.3965517241,0,3.1331763474620615,686.0,196,0,407.4030804563786,167.2950817476,6020.6255414361,1003.6040265594
2 wheeler theft,10/3/2016,2:30:00 PM,12.92626,77585980.0,2016-03-10 00:00:00,02:30:00,2016-03-10 02:30:00,2,3,10,3,1,0,0,0,0,1,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,12.92,77585979.99,1,14968.58288342313,0,2.0,3.0,0,0,0.0,2.0,2.0794415416798357,2.4764097241473597,15,2.0,0.0,2,0,14968.58288342313,167.08819758759998,6019584292560400.0,1002896549.8347999
2 wheeler theft,10/3/2016,11:30:00 AM,12.9147085,77.5919691,2016-03-10 00:00:00,11:30:00,2016-03-10 11:30:00,11,3,10,3,1,0,1,0,0,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,12.91,77.59,122,6.332467754150212,0,2.0,1.6,29,0,3.0,2.730327868852459,7.699494968595868,2.6041666667,0,0.0,366.0,1342,0,772.5610660063259,166.78969563997225,6020.513668815355,1002.0776628675073
Assault,11/03/2016,10:30,12.948081,77.59328,2016-03-11 00:00:00,10:30:00,2016-03-11 10:30:00,10,4,11,3,1,0,1,0,0,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,12.94,77.59,182,2.619102318316964,2,6.0,4.800000000000001,64,0,16.0,3.3370245139475907,25.005533533638825,2.7692307692,0,0.0,2912.0,1820,0,476.6766219336875,167.652801582561,6020.717101158399,1004.68407449568
2 wheeler theft,11/3/2016,11:00:00 AM,12.937713,77.563224,2016-03-11 00:00:00,11:00:00,2016-03-11 11:00:00,11,4,11,3,1,0,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,12.93,77.56,140,5.0752985012518845,0,2.0,1.6,22,0,4.0,3.097826086956522,7.91801582460507,2.5,0,0.0,560.0,1540,0,710.5417901752638,167.384417670369,6016.053717274177,1003.4907314667121
Ordinary Theft,11/3/2016,18:40,12.92311,77.5807,2016-03-11 00:00:00,18:40:00,2016-03-11 18:40:00,18,4,11,3,1,0,0,0,1,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,12.92,77.58,291,5.598298233050702,7,2.0,2.4,53,0,0.0,2.2348860888379787,13.624209125443876,1.9756944444,0,0.0,0.0,5238,0,1629.1047858177542,167.00677207209998,6018.765012489999,1002.5839199769998
Ordinary Theft,12/3/2016,11:10,12.937832,77.55328,2016-03-12 00:00:00,11:10:00,2016-03-12 11:10:00,11,5,12,3,1,1,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,12.93,77.55,157,5.8436230985721105,7,2.0,1.6,53,0,3.0,2.4833687190375087,8.100152052843148,2.1973684211,0,0.0,471.0,1727,0,917.4488264758213,167.38749686022402,6014.5112387584,1003.37130768896
2 wheeler theft,12/3/2016,11:50:00 AM,12.940737,77.54897,2016-03-12 00:00:00,11:50:00,2016-03-12 11:50:00,11,5,12,3,1,1,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,12.94,77.54,94,6.018880264234915,0,2.0,1.6,14,0,2.0,2.5574468085106385,7.286203026560866,1.7413793103,0,0.0,188.0,1034,0,565.774744838082,167.462674103169,6013.8427480609,1003.54082539089
Attempted Murder,12/3/2016,16:00,12.943851,77.548762,2016-03-12 00:00:00,16:00:00,2016-03-12 16:00:00,16,5,12,3,1,1,0,1,0,0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,12.94,77.54,94,5.847505032218965,3,2.0,2.0,15,0,2.0,2.5226063829787235,9.107753783201082,1.7413793103,0,0.0,188.0,1504,0,549.6654730285827,167.543278710201,6013.810487732643,1003.779620562462
Assault,13/03/2016,5:16,12.9105026,77.5866048,2016-03-13 00:00:00,05:16:00,2016-03-13 05:16:00,5,6,13,3,1,1,0,0,0,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,12.91,77.58,234,6.848749608744631,2,6.0,9.0,62,1,6.0,2.7426400759734095,49.13626962729743,2.3285714286,0,2.7426400759734095,1404.0,1170,1,1602.6074084462437,166.68107738460674,6019.681244391383,1001.6820629955724
2 wheeler theft,13/03/2016,12:30:00 PM,12.555156,77.350063,2016-03-13 00:00:00,12:30:00,2016-03-13 12:30:00,12,6,13,3,1,1,0,1,0,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,12.55,77.35000000000001,19,53.36256266686796,0,2.0,2.0,9,0,0.0,2.5894736842105264,5.991464547107982,2.4764097241473597,0,0.0,0.0,228,0,1013.8886906704912,157.631942184336,5983.03224610397,971.1421075748281
Assault,13/03/2016,13:00,12.564,77.334,2016-03-13 00:00:00,13:00:00,2016-03-13 13:00:00,13,6,13,3,1,1,0,1,0,0,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,12.56,77.33,74,53.412107668592746,2,6.0,6.0,49,1,33.0,5.3372972972972965,25.90492868121786,2.4764097241473597,0,0.0,2442.0,962,0,3952.4959674758634,157.854096,5980.547556,971.6243760000001
Assault,13/03/2016,14:40,12.91739661,77.54533797,2016-03-13 00:00:00,14:40:00,2016-03-13 14:40:00,14,6,13,3,1,1,0,1,0,0,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,12.91,77.54,96,8.051451560427926,2,6.0,6.0,32,1,9.0,3.5268308080808084,27.448265871020297,2.5957446809,0,0.0,864.0,1344,0,772.9393498010809,166.85913518003952,6013.279440881524,1001.6838858149824
Assault,13/03/2016,23:55,12.9076945341477,77.5719852228203,2016-03-13 00:00:00,23:55:00,2016-03-13 23:55:00,23,6,13,3,1,1,0,0,0,1,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,12.9,77.57000000000001,221,7.516721537423073,2,6.0,9.0,68,1,9.0,3.06059413732048,48.624096436850515,2.4764097241473597,0,3.06059413732048,1989.0,5083,1,1661.1954597704992,166.6085781868664,6017.412891409452,1001.2754896635837
2 wheeler theft,14/03/2016,5:30:00 PM,12.55474,77.350605,2016-03-14 00:00:00,05:30:00,2016-03-14 05:30:00,5,0,14,3,1,0,0,0,0,1,0.9659258262890683,0.25881904510252074,0.0,1.0,1.0,6.123233995736766e-17,12.55,77.35000000000001,19,53.37355444308573,0,2.0,3.0,10,0,0.0,2.535885167464115,8.987196820661973,2.4764097241473597,0,2.535885167464115,0.0,95,0,1014.0975344186289,157.62149646760002,5983.116093866025,971.1167346177001
